Rank,Username,Score,CurrConSolved,time_taken,total_fail,Country,Profile_rank,PostViewCnt,Reputation,Total_solved,Easy,Medium,Hard,ContestCnt,CurrRating,rating_first,GlobalRank,active_days,contest_id
377,abhinandit2006,20,4,4218,1,,1422183,0,0,106,33,53,20,5,2132,1530,71595,84,3
6192,executioner769,9,2,1665,0,India,38780,5315,39,916,271,529,116,67,1811,1427,67492,798,3
7005,Dharmateja_Sristi,9,2,2004,0,,175891,3056,33,514,261,242,11,16,1693,1590,91252,140,3
6109,Ankitajainnn,9,2,1627,0,India,105161,9,0,647,213,366,68,37,1639,1440,84421,652,3
6340,_piyush_tiwari,9,2,1733,0,India,69252,349,2,754,396,328,30,35,1822,1442,236238,287,3
1073,wddd,20,4,7529,9,,7341,35890,252,1452,329,781,342,222,2365,1632,4386,3507,3
1433,WSgBx8uF07,14,3,2127,1,India,46576,743,8,864,358,482,24,17,2621,1440,96764,112,3
7572,Mortha_Pranathi,9,2,2229,0,,3496830,0,0,27,11,14,2,7,1652,1678,79736,36,3
1066,kiero,20,4,7384,8,,101886,0,0,652,149,447,56,83,1940,1450,11401,665,3
5417,pratikwadekar88,9,2,1300,0,India,58913,0,0,800,219,443,138,12,2001,1492,81454,1128,3
4005,rakesh06r,14,3,6214,4,,471024,0,0,293,130,148,15,4,1883,1532,236245,50,3
2555,vanshugalhotra,14,3,4288,2,India,197093,651,11,486,199,252,35,36,1873,1511,35175,442,3
6933,invictus285,9,2,1972,0,India,354783,0,8,351,150,171,30,13,1683,1466,138663,372,3
9705,Avi567,9,2,3075,2,,783254,0,0,196,45,118,33,2,1833,1413,467315,49,3
2227,Mr_SimpleMan,14,3,3854,1,,80849,2,0,716,255,373,88,43,1761,1555,19163,330,3
8372,CodeWithpPriya,9,2,2546,0,,567514,0,0,253,109,128,16,39,1610,1461,317992,210,3
3409,ramareddy123,14,3,5357,8,,1932923,0,0,71,28,38,5,7,1767,1541,55051,63,3
1860,swastika101,14,3,3295,1,,403239,0,0,322,90,186,46,34,1927,1444,57634,554,3
5722,vansh1505,9,2,1456,0,India,228932,111,7,452,178,233,41,22,1678,1511,90533,176,3
6427,RahulVudathu,9,2,1771,1,,151249,78,0,551,189,327,35,29,1815,1494,61356,406,3
9418,nidhaahmed,9,2,2967,0,India,3086564,0,0,34,13,21,0,4,1603,1516,236714,50,3
1490,Pratyay19,14,3,2346,0,India,115458,0,0,620,244,320,56,8,1702,1564,72580,70,3
4193,devashish2006,14,3,6634,5,,624321,0,0,235,75,150,10,10,1738,1498,224959,266,3
5214,sindhushareddyananthula,9,2,1180,0,,4156959,0,0,19,16,3,0,5,2046,1485,351091,35,3
9017,RuqVmZGxKb,9,2,2805,0,,1122410,0,0,138,89,42,7,2,1717,1413,448830,49,3
3482,madhukm2050,14,3,5443,3,India,10239,41,0,1336,411,748,177,174,1696,1429,22225,994,3
3690,tkozek,14,3,5687,4,,62648,16,83,779,265,418,96,51,2176,1522,61984,266,3
981,mC04ntUZtZ,20,4,6655,7,,475702,31,13,288,72,153,63,9,1742,1746,18360,84,3
9444,sarthakmahale0,9,2,2978,3,,353720,0,0,350,164,167,19,8,1686,1589,108146,770,3
427,shivam24121,20,4,4428,1,India,78159,3001,66,723,234,385,104,31,1637,1453,12105,260,3
7995,MONISH-RS,9,2,2404,2,,196162,2,0,487,318,163,6,72,1660,1567,86776,770,3
3647,4ankit_raj9,14,3,5645,3,,3138560,0,0,36,8,14,14,6,1687,1577,51175,49,3
8029,rutheesh08,9,2,2418,0,,2769648,0,0,41,25,15,1,5,1732,1467,568731,50,3
1354,Md_Arif_07,14,3,1618,0,,721954,0,0,209,164,42,3,4,1770,1499,107497,84,3
7893,Dhivan,9,2,2363,0,India,1113907,0,0,139,105,34,0,17,1780,1495,306932,204,3
9803,dashsalony,9,2,3118,2,,115026,0,0,621,158,406,57,35,1654,1484,141922,441,3
6623,Suhanib_cs34,9,2,1849,1,,13605,0,0,1239,348,765,126,49,1801,1445,37137,616,3
4381,23120281,14,3,8097,9,,151940,0,0,551,180,283,88,1,1985,1621,176986,0,3
7471,Immortal-Beast,9,2,2192,0,India,176573,72,17,513,176,286,51,39,2121,1412,127348,259,3
3299,s_t_a_n_7,14,3,5255,0,,25008,25,0,1048,339,575,134,84,1862,1437,25330,1232,3
5361,fTxdyKt3hg,9,2,1269,0,,5000001,0,0,2,0,2,0,1,1763,1604,195350,0,3
6315,__SR__18,9,2,1724,0,India,296635,0,1,393,130,227,36,11,1940,1446,107363,245,3
9187,25brs1316,9,2,2872,2,,5000001,0,0,4,2,2,0,1,1731,1555,263409,0,3
5702,Tanishq____,9,2,1449,1,,1195653,0,0,129,51,75,3,38,2139,1617,41473,274,3
2253,HariPrashannaV,14,3,3896,2,India,11313,317,6,1302,743,517,42,54,1883,1412,43049,343,3
5866,NrXAUlBGMz,9,2,1519,0,India,667187,0,0,222,102,99,21,10,1484,1532,146736,42,3
6701,emperor_ak_01,9,2,1879,2,,2114276,0,0,62,17,35,10,8,1827,1641,30381,959,3
5084,invictus109,9,2,1102,0,India,12668,997,4,1264,354,701,209,95,1477,1446,38776,1408,3
960,HSB1107,20,4,6566,6,,27257,0,0,1022,242,614,166,83,1580,1590,2362,1044,3
5442,_GitGud_,9,2,1315,1,India,2145868,0,0,61,24,36,1,7,1813,1609,111841,106,3
8533,GxF8LPbouM,9,2,2609,0,,2896659,0,0,38,17,21,0,22,1643,1560,528373,112,3
6365,sakshamyadavpune,9,2,1746,1,United States,107010,167,4,639,206,385,48,37,2052,1495,73609,1800,3
4911,Ajikhoji,9,2,992,0,,1567662,0,0,94,32,52,10,34,1644,1550,36207,638,3
2451,priyanshirathore,14,3,4157,2,India,17907,0,0,1152,280,689,183,47,,1457,15070,442,3
9128,b6RDmQ6YgV,9,2,2848,2,,5000001,0,0,4,1,3,0,2,1437,1537,240292,7,3
3682,jatin-05,14,3,5681,4,,96601,3941,52,666,203,357,106,26,1748,1542,35305,469,3
8000,Shinchan-Nohara07,9,2,2406,0,,12364,1780,26,1277,307,792,178,57,1849,1429,42742,406,3
2505,zeeldadhaniya1895,14,3,4231,3,India,197841,685,3,485,171,258,56,24,1669,1590,26234,456,3
3164,s_moulik,14,3,5084,4,India,44642,0,0,875,249,511,115,50,1961,1493,33146,1519,3
289,AjayKumar19,20,4,3733,1,India,1705665,3,0,85,55,28,2,3,2191,1480,58181,232,3
2816,tarunyedla,14,3,4660,2,,3790999,0,0,23,10,11,2,3,1728,1476,187110,21,3
9326,noobakshay,9,2,2930,3,India,265861,73,1,415,137,262,16,27,1583,1518,138046,182,3
2687,iceca0109,14,3,4457,0,,2989388,0,0,40,9,23,8,2,1848,1728,68210,7,3
201,Arghyajit7630,20,4,3232,2,India,1162361,0,0,134,28,79,27,2,1576,1617,56258,7,3
6765,Vignes-03,9,2,1902,1,,1469050,5,0,102,53,45,4,1,1626,1584,220412,0,3
6306,pratyasha2005,9,2,1718,0,India,49492,0,0,847,173,621,53,60,1708,1608,37342,462,3
6363,srinika-vuppala,9,2,1745,0,,999977,0,0,156,100,51,5,9,1801,1487,231558,84,3
3037,adnanyaqoobvirk,14,3,4923,2,Australia,4973,0,0,1597,522,871,204,86,1797,1546,50654,1610,3
1103,coderchamp07,20,4,8671,12,India,1976,2708,146,1997,499,1110,388,206,1721,1509,4108,2114,3
949,sonkarkunal812,20,4,6500,7,,23178,145,6,1072,283,585,204,52,1787,1556,27961,588,3
6038,Yabuiie,9,2,1595,1,India,538592,0,0,265,169,85,11,18,1743,1477,84279,260,3
3769,Akash124124,14,3,5805,4,India,13539,1596,1019,1241,279,794,168,80,1853,1459,22656,540,3
3818,RERWF7hOof,14,3,5878,7,India,244968,0,0,434,141,252,41,17,1829,1507,32308,414,3
3340,aryandubey2136,14,3,5295,0,,486765,0,0,283,144,126,13,11,1688,1555,134878,190,3
9604,prashant1114,9,2,3034,0,India,112432,16,0,629,210,371,48,36,1593,1413,60768,420,3
6796,d1uw6tRNJN,9,2,1916,2,India,1543152,0,0,96,51,45,0,4,1612,1527,196040,77,3
2856,shivamshekhar010,14,3,4710,5,,138475,0,0,573,137,298,138,41,1928,1620,6303,1506,3
9059,omprasad1433,9,2,2822,0,India,226960,0,0,453,141,242,70,9,1698,1497,604292,210,3
5916,Amirthadaha,9,2,1545,1,,2989371,0,0,36,14,20,2,5,1831,1547,196826,21,3
7742,Manvith2115,9,2,2302,1,,1202495,0,0,128,63,57,8,13,1495,1507,230482,414,3
323,chengchuanqiang,20,4,3945,3,China,1389805,0,0,108,28,63,17,17,2280,1593,9968,826,3
4082,UZcCxyJ8os,14,3,6328,4,India,4649327,0,0,15,3,11,1,1,2126,1627,171194,0,3
8708,FRANK_FY,9,2,2683,2,,509329,0,0,274,76,172,26,21,1847,1527,69045,428,3
3385,f20190082,14,3,5337,5,,214568,1706,9,465,100,284,81,19,1992,1566,55302,1302,3
5233,Harish0412,9,2,1194,0,,2009301,0,0,67,38,25,4,4,2126,1413,264424,49,3
1267,akshita_666,15,3,5845,3,India,154876,6,0,545,331,193,21,3,1666,1465,260333,392,3
2793,Monty_0t0,14,3,4623,2,India,306981,0,1,382,159,197,26,9,1707,1458,227706,274,3
567,dinospecs,20,4,4999,6,India,23617,51,0,1065,285,572,208,53,1421,1645,5272,1050,3
5159,Vaibhav_Killa,9,2,1147,0,,3633695,0,0,25,8,14,3,3,1665,1493,194362,154,3
7058,user7666R,9,2,2025,1,,185476,0,0,501,157,301,43,78,1673,1489,87301,973,3
4486,FjmTkrx1hZ,9,2,463,0,India,5000001,0,0,6,1,3,2,2,1640,1832,51013,7,3
5176,pYylFBo15Q,9,2,1158,0,,270638,6,0,412,147,237,28,9,1708,1719,53965,182,3
1439,anushkaashxrma,14,3,2154,0,,1107010,0,0,140,41,76,23,15,1964,1685,23169,98,3
9184,Abhijit_Sahu,9,2,2872,0,India,607874,0,0,241,103,129,9,12,1606,1462,488036,218,3
5252,hg2411,9,2,1209,0,India,75245,4,0,732,305,378,49,63,2012,1450,86938,470,3
7522,2YBYXwtkfc,9,2,2211,0,,5000001,0,0,2,0,2,0,1,1626,1574,233922,0,3
5064,Nicky_07,9,2,1092,1,,160719,0,0,537,252,268,17,41,1617,1480,58706,434,3
2958,Sasanka_Allamaraju,14,3,4820,0,,1027522,0,0,152,50,87,15,2,1810,1626,108026,8,3
3770,debojitdas0904,14,3,5807,5,India,148922,0,0,556,152,326,78,20,1684,1468,41439,245,3
3079,preyashyadav,14,3,4981,3,United States,400786,311,65,325,119,168,38,9,1822,1538,72981,133,3
4527,Ilakkyaa1_,9,2,594,0,,72537,0,0,742,438,291,13,139,1725,1432,91092,770,3
7666,prince_kr_bhaskar,9,2,2272,1,,52437,33,4,831,246,485,100,58,1669,1482,59977,400,3
2523,DonLarry,14,3,4247,1,Venezuela,1241902,0,2,123,69,50,4,10,2287,1546,131373,350,3
4979,sanjanar_31,9,2,1043,0,India,24501,0,0,1054,559,463,32,138,1723,1410,96491,770,3
9898,Adityashm,9,2,3161,0,,967170,0,0,163,125,36,2,1,1758,1548,276000,0,3
8730,sujalch_777,9,2,2691,1,,1623191,0,0,90,40,36,14,12,1743,1486,193708,154,3
4932,sudheer__16,9,2,1006,0,India,101096,0,0,654,305,330,19,96,1535,1448,141374,700,3
1403,darkoenn,14,3,1925,0,,2216535,0,0,58,47,8,3,7,1811,1473,49762,56,3
5910,vishaalr333,9,2,1543,0,,206273,0,0,475,281,184,10,90,1526,1413,156189,553,3
9310,SALAAR__,9,2,2919,2,,527925,0,0,270,128,132,10,16,1527,1492,120575,330,3
536,GOntbzQ0wZ,20,4,4867,1,,5000001,0,0,5,1,3,1,2,1891,1518,105672,707,3
8588,xam123,9,2,2629,0,,272867,0,0,417,136,246,35,31,1490,1415,47384,316,3
4928,answerer,9,2,1004,0,中国,73774,0,0,737,21,348,368,1,1573,1708,107817,0,3
9343,agraw_urvi_19,9,2,2935,0,,350789,0,0,352,191,150,11,27,1465,1442,245301,442,3
5699,Magasri_25BCE5799,9,2,1447,1,,2693624,0,0,44,14,23,7,7,1819,1518,59420,42,3
4509,sesha6172,9,2,554,0,,49502,0,0,847,514,305,28,38,1672,1470,36494,182,3
3975,r-m-ndeepm--n,14,3,6174,3,,176264,0,0,513,126,321,66,36,1596,1459,25937,728,3
8689,dauda,9,2,2673,3,,291007,0,0,396,118,239,39,1,2289,1561,254449,0,3
8658,hashvanthreddy,9,2,2659,0,,973856,0,0,159,78,77,4,11,1638,1432,230259,260,3
7361,shruti_sachan_08,9,2,2151,1,India,156293,0,0,543,193,302,48,42,1679,1455,171241,441,3
8184,MdBelalBinFazeel,9,2,2479,0,India,509235,2,0,274,121,130,23,18,2337,1415,339757,204,3
9919,tanu2001,9,2,3168,3,India,247404,942,8,431,115,271,45,32,2060,1415,278379,1890,3
2337,Shiv_2812_,14,3,4001,3,,170218,360,7,522,296,206,20,29,1672,1415,74144,204,3
5439,ursmaheshtruly,9,2,1314,1,India,778652,67,0,197,88,97,12,10,1644,1504,342067,204,3
2924,anshuman_a_sahu,14,3,4781,3,India,297757,0,0,389,135,215,39,47,1944,1502,59510,742,3
4790,SanCodes_05,9,2,892,0,India,67205,0,0,763,259,424,80,59,1504,1413,26549,420,3
650,y8NuFsxAtN,20,4,5258,2,India,220434,0,0,459,178,259,22,13,1802,1415,47056,106,3
4763,krish05parikh,9,2,871,0,India,16994,23,0,1168,578,499,91,93,1806,1530,90167,714,3
5359,JayasimmanJ,9,2,1269,0,,594865,0,0,244,100,135,9,16,1735,1542,104567,448,3
1049,UllasDas004,20,4,7128,7,India,60276,0,0,792,232,453,107,22,1755,1494,24666,400,3
7527,deva_ponnuru,9,2,2212,0,,5000001,0,0,10,3,7,0,5,1839,1476,248325,63,3
7388,ajay_r,9,2,2163,3,,311439,39,1,378,96,234,48,29,1528,1445,149055,218,3
8417,Jahnavi_S_,9,2,2563,3,,1708421,0,0,85,62,23,0,18,1617,1438,767345,77,3
8554,krishnakodali99,9,2,2615,0,United States,1034792,0,0,151,60,80,11,8,1695,1548,191183,357,3
3163,Just_survibing,14,3,5083,5,,242866,23,0,436,124,263,49,25,1705,1663,31959,162,3
6580,shweeeethx,9,2,1832,0,,309648,0,0,381,255,109,17,10,1619,1645,184919,50,3
4501,KRISHNA-66,9,2,525,0,India,303023,0,2,385,277,101,7,30,1949,1411,214123,560,3
6736,Chip_69,9,2,1892,1,,2097051,0,0,63,26,35,2,24,1646,1539,117699,428,3
4341,rahulraut11,14,3,7464,7,India,243962,0,0,436,136,232,68,15,1672,1472,36568,238,3
2311,kanak_19,14,3,3963,1,India,257837,6,0,424,227,182,15,26,1850,1465,40592,274,3
6338,Praveen2023,9,2,1732,0,,1128124,0,0,138,114,21,3,7,1978,1433,398633,56,3
1214,royr91599,15,3,4856,3,,874172,0,0,176,58,106,12,19,1578,1416,62775,78,3
8026,areeb_khan1603,9,2,2417,0,,362416,0,0,345,141,172,32,17,1686,1416,179774,190,3
2498,self-believer,14,3,4218,1,India,12301,0,0,1274,442,668,164,52,2103,1493,45158,764,3
6261,shaharwal,9,2,1698,0,,549985,15,0,259,79,144,36,5,1567,1473,399647,98,3
223,bhartiashutosh,20,4,3373,1,,1284906,0,0,119,63,50,6,3,1537,1571,38598,21,3
5521,Rudra_Pratap_Singh_,9,2,1359,0,India,28542,275,1,1008,253,596,159,78,1667,1430,13205,652,3
8663,udontur,9,2,2662,3,Hong Kong,92573,58,21,677,466,207,4,39,1579,1508,108700,826,3
1390,sirivennela_07,14,3,1847,0,,2485998,6,0,49,28,18,3,1,1917,1706,108722,0,3
7861,CIQJ2KTNA,9,2,2350,0,India,276662,42,0,410,212,164,34,7,1510,1483,227232,49,3
1317,rakeshselvaraj0108,14,3,1299,0,,52635,0,0,830,319,391,120,35,1675,1535,15403,182,3
4945,dakshitaj,9,2,1018,0,India,367403,0,0,342,195,131,16,20,1473,1432,224277,224,3
6510,DaraBalaji17,9,2,1804,0,India,839908,0,0,184,133,49,2,19,1648,1533,157804,78,3
6508,Rishit--G,9,2,1803,0,,484995,0,0,284,109,140,35,34,1630,1486,184387,218,3
8334,kaniisrii_27,9,2,2532,1,India,254635,0,0,440,172,208,60,6,1724,1586,170704,56,3
1683,priyanshoon,14,3,2915,1,India,872651,0,19,177,99,74,4,8,1790,1442,170781,260,3
9880,mahdir246,9,2,3151,2,Canada,44621,487,10,876,295,516,65,35,1866,1427,173992,679,3
3498,Jasbeer_Singh_Chauhan,14,3,5462,1,India,194720,40,0,489,196,256,37,35,1625,1414,45686,456,3
3013,Reshma_1104,14,3,4899,0,India,166726,0,0,527,242,218,67,126,1823,1508,135739,742,3
7229,kl_2400030145,9,2,2092,4,,2552094,0,0,47,24,20,3,19,1981,1565,297330,224,3
325,tonychen9321,20,4,3953,2,,87599,845,11,691,175,420,96,15,2030,1415,11494,182,3
8120,Praveenkumar1207,9,2,2453,0,India,151193,5,1,552,279,251,22,46,1806,1411,145630,820,3
6566,hemanth-yasaswi,9,2,1828,0,India,2049574,0,0,65,42,23,0,10,1873,1467,199860,78,3
3549,Divyansh006,14,3,5527,3,India,64819,48,2,772,297,411,64,47,1720,1490,26048,266,3
2791,_hsrivastava,14,3,4621,2,,281711,0,0,402,104,241,57,11,1641,1576,84522,162,3
9346,Veera_Manikandan_A,9,2,2936,1,,258831,0,0,424,164,243,17,3,1560,1567,137438,8,3
9732,ankit-2210,9,2,3088,0,India,1164,13106,18,2280,739,1270,271,333,1803,1415,61301,1744,3
8097,srinithya_mamidi,9,2,2444,0,India,1858808,0,0,77,68,9,0,6,1602,1483,639140,140,3
1606,balajicit,14,3,2684,3,,144844,0,0,562,399,151,12,72,1904,1481,55291,525,3
6832,elect_planet_59,9,2,1931,0,,2272169,0,0,56,26,30,0,13,1633,1491,142470,84,3
6349,kanchan_dhanik,9,2,1737,0,India,15482,0,0,1196,309,678,209,50,1643,1487,69915,316,3
1967,JatinBhatia88888,14,3,3454,3,,1325380,0,0,115,16,63,36,18,2161,1584,12524,120,3
6489,swe_ta_gup_ta,9,2,1795,1,,42026,0,0,893,406,434,53,107,1653,1409,64101,903,3
9886,Venkat_999,9,2,3155,0,,451393,1391,5,299,143,145,11,39,1530,1412,299440,427,3
9800,amresh_mnnit,9,2,3117,1,,330876,0,0,365,147,207,11,3,1743,1493,340279,78,3
985,vasyop,20,4,6667,8,Romania,1769,5030,43,2049,361,978,710,14,2254,1647,6143,64,3
8955,kbhadauriya_,9,2,2783,2,India,55738,0,0,814,404,381,29,43,1571,1522,102269,442,3
1172,GouravKing,15,3,3842,2,,819741,801,0,187,74,97,16,3,1781,1415,197401,210,3
3020,shubhra21004,14,3,4908,5,,161377,5,0,535,206,281,48,25,1525,1467,101146,358,3
4198,jagapathivallapuri,14,3,6674,6,,258796,0,0,421,152,229,40,14,1672,1478,156210,448,3
1322,Arzoo473,14,3,1371,1,,2573477,0,0,46,23,22,1,15,1756,1500,105479,1002,3
4573,manreetkaur07,9,2,666,0,,3790720,0,0,23,13,9,1,1,1987,1617,180641,0,3
2886,Vedant_Dakare,14,3,4745,3,India,88119,178,3,691,203,426,62,40,1742,1488,69140,238,3
7491,aashu950,9,2,2199,2,,549988,26,4,259,60,148,51,15,1631,1550,23204,78,3
3420,JanVyas,14,3,5377,0,India,188501,0,0,499,159,284,56,31,1825,1444,122124,1176,3
3556,Vinayak_44,14,3,5534,2,India,81148,8,0,712,219,388,105,27,2000,1459,89526,581,3
1084,pavan9580,20,4,7685,8,India,216828,0,0,465,198,224,43,22,1649,1414,129770,133,3
9304,jashp_10,9,2,2916,0,,34829,74,0,950,244,568,138,18,1615,1494,99572,1100,3
418,Solo_codee,20,4,4383,3,India,166113,259,4,529,113,311,105,28,1644,1682,3751,442,3
1842,23aimlb,14,3,3262,1,,3297521,0,0,30,13,13,4,11,1807,1436,188369,448,3
6196,AnthonyPage,9,2,1667,0,,602632,20,8,241,82,132,27,17,1813,1480,81806,176,3
3159,mdB87QZpTK,14,3,5078,7,,5000001,0,0,11,3,8,0,5,1873,1454,137514,49,3
4246,Prasant8171,14,3,6832,5,India,316423,4,0,375,147,188,40,4,2347,1414,550590,308,3
5720,Ayush_no1,9,2,1456,0,India,248899,0,0,435,190,207,38,14,2314,1416,438263,190,3
3790,avhixorin,14,3,5841,4,India,149508,0,0,557,112,352,93,21,1670,1571,12890,134,3
2762,T0LkrRkBdf,14,3,4574,4,,100306,6,0,657,151,439,67,17,2205,1502,50980,203,3
2433,DarshanDesale,14,3,4136,1,,66215,12,76,766,184,484,98,76,1570,1412,57818,532,3
9920,Hellan_mithula06,9,2,3168,0,India,2051298,0,0,65,32,33,0,23,2099,1542,109340,148,3
5250,yogeshnaiduk,9,2,1208,0,,5000001,0,0,5,2,3,0,3,1817,1492,232952,8,3
2145,Naman_S,14,3,3744,1,,335185,0,0,362,129,211,22,28,1783,1496,58630,218,3
857,skQDVx8NLc,20,4,6037,3,Australia,662921,50,4,224,56,136,32,37,1539,1559,16870,574,3
4020,Abhiiit,14,3,6233,4,,383106,0,0,333,71,211,51,5,1804,1429,271444,330,3
6070,Sahasra_kamineni,9,2,1611,0,,3557445,0,0,26,14,12,0,15,1856,1464,268665,77,3
1625,Jasmeet_71,14,3,2762,1,,107276,0,0,639,127,418,94,13,2164,1483,44637,210,3
531,aayushofficial5002,20,4,4856,3,India,183325,0,0,504,121,312,71,33,1750,1594,8587,238,3
4460,aniurm35,9,2,183,0,,145823,0,0,560,108,275,177,93,1625,1595,86647,868,3
1855,Pratik_200710,14,3,3283,0,India,81357,0,2,711,269,360,82,36,1826,1414,24606,546,3
1873,003213,14,3,3314,3,South Korea,3239,666,1,1763,459,1096,208,70,1864,1565,13454,1478,3
1437,mKDFgo07xU,14,3,2144,0,India,89117,484,3,687,408,255,24,81,1930,1426,19738,638,3
9123,Suyash_Gupta_14,9,2,2847,2,,1531993,0,0,99,25,61,13,10,1500,1577,70132,63,3
8413,Srivikasni,9,2,2561,1,,2237089,0,0,57,43,12,2,12,1630,1409,320938,840,3
2149,jvlongd,14,3,3750,3,United States,13162,1500,2,1251,423,697,131,24,1921,1448,30245,868,3
8022,B4oZwOWHex,9,2,2415,0,India,255656,0,0,424,198,190,36,16,1777,1416,326767,190,3
7151,25BCE5057,9,2,2061,1,,3711796,0,0,24,10,14,0,13,1723,1483,203908,112,3
104,MKE04nyGN8,20,4,2502,0,,3246921,0,0,31,6,18,7,8,1735,1685,7235,162,3
9689,NOLai,9,2,3070,0,,88182,0,0,690,185,405,100,15,1719,1491,150446,624,3
7314,Vasudev_Dilware,9,2,2128,0,India,313646,0,0,377,144,203,30,10,1583,1454,152567,78,3
6826,AnshikaSingh15,9,2,1928,0,,39821,75,0,909,380,448,81,41,1733,1415,68295,288,3
6992,kanishka_saravanan,9,2,1999,0,India,357420,0,0,348,180,145,23,13,1604,1562,90588,189,3
2743,Pratyush0011,14,3,4552,2,,985705,0,0,157,63,87,7,22,1621,1475,52992,414,3
4080,spideyhome360,14,3,6319,5,,1761577,0,0,81,31,46,4,11,1691,1463,112574,148,3
6875,Tanujgupta1311,9,2,1949,0,,104776,1,0,645,151,397,97,25,1836,1469,99560,148,3
3030,ninovo_nvd,14,3,4915,2,Vietnam,106436,0,0,641,252,344,45,13,1841,1531,92682,84,3
1801,Captain_Panwar,14,3,3181,1,,897467,75,10,173,51,92,30,15,1945,1534,41623,106,3
3895,Kunal1904,14,3,6008,4,Afghanistan,76029,6,0,731,161,486,84,30,1721,1695,24414,210,3
8281,Thinakkar,9,2,2514,0,,734172,0,0,207,109,85,13,5,1553,1459,270932,196,3
5687,shivabhadauriya3,9,2,1439,0,India,63592,13,0,779,215,462,102,37,1907,1458,70820,672,3
4699,Dharshin1,9,2,816,0,India,140325,13,0,570,389,171,10,60,1795,1411,84798,567,3
3653,platonov,14,3,5651,2,Uzbekistan,86551,0,0,694,380,280,34,54,1709,1564,31504,364,3
1837,yoasobi,14,3,3248,3,,3479,0,0,1729,364,978,387,190,1915,1456,21670,2996,3
8214,DD_K,9,2,2492,0,,5000001,0,0,7,3,4,0,4,1745,1536,321074,21,3
7671,abhi_2311,9,2,2274,0,India,349000,51,1,353,131,197,25,14,1638,1451,247463,448,3
4408,srinivasa_pradeep_,11,2,1435,0,,14789,271101,1957,1212,450,606,156,29,1617,1556,26874,574,3
9656,GokulNaveen27,9,2,3055,2,United States,226092,116,0,453,140,268,45,14,1834,1605,66237,350,3
2703,Praveeniitbhu134,14,3,4498,2,,163382,0,0,536,77,313,146,4,1923,1467,417614,176,3
6946,NQTZawnGuA,9,2,1977,0,India,2650548,0,0,44,35,9,0,13,1931,1479,359683,140,3
9596,joeyma1996,9,2,3029,3,Canada,267274,159,0,413,161,226,26,8,1786,1480,178070,1869,3
1515,Sagnik998,14,3,2426,1,India,237669,0,0,441,250,167,24,35,1918,1413,42679,252,3
3716,harshita__,14,3,5720,2,India,82994,373,0,706,180,421,105,52,1942,1528,63123,330,3
294,mshch96,20,4,3766,2,United States,1133388,498,4,136,84,47,5,15,2070,1496,97355,1652,3
2989,uTyu5eHL7H,14,3,4859,2,,354067,0,0,350,97,206,47,2,1655,1576,134567,14,3
7045,imSOHAM,9,2,2019,2,India,123945,0,1,602,206,356,40,20,1552,1527,72219,322,3
8825,nik__2003,9,2,2730,0,India,689423,0,0,217,80,132,5,21,1655,1485,105725,246,3
7129,0xPradnesh,9,2,2052,0,India,670312,25,1,223,151,70,2,10,1573,1461,129548,64,3
6667,Mohan63Sharma,9,2,1863,1,,329150,105,0,368,201,150,17,9,1906,1413,215352,217,3
4166,shiwangaryan,14,3,6565,7,,206110,32,0,475,89,292,94,27,1719,1511,39671,812,3
765,bleemdev,20,4,5684,3,,1048832,0,0,148,45,90,13,54,1578,1718,21673,511,3
5340,AYUSHGOSWAMI_10,9,2,1255,0,,342928,0,0,358,143,168,47,19,1711,1537,78475,133,3
8228,kummkumm,9,2,2497,0,India,499146,0,0,278,64,168,46,3,1453,1500,140624,302,3
957,Krishna__Verma,20,4,6554,5,India,35350,0,1,944,284,550,110,62,1706,1613,16816,540,3
1848,BlackVaze,14,3,3272,2,India,426949,0,0,310,97,180,33,22,1952,1515,41858,224,3
3656,prathu03,14,3,5653,4,India,174465,4278,49,517,217,263,37,33,1876,1448,28955,414,3
3161,omkar987,14,3,5082,4,,206319,0,0,475,186,276,13,14,1733,1456,134730,266,3
8632,abhinav_017,9,2,2651,1,,194609,0,0,490,146,302,42,36,1528,1466,102121,246,3
6890,himanshugoswami05,9,2,1954,0,India,301781,0,0,387,191,179,17,11,1925,1503,136365,49,3
6561,LeetChetana,9,2,1826,0,,3552515,0,0,26,19,6,1,1,1810,1587,216806,0,3
9024,Ankurdeep,9,2,2808,0,,814742,0,1,189,78,99,12,4,1823,1486,246463,28,3
6776,ATbW9SHnxD,9,2,1909,2,,3781265,0,0,23,9,12,2,1,1739,1584,220614,0,3
6783,lhimaja4805,9,2,1912,0,,1070092,0,0,145,87,58,0,55,1619,1412,129155,385,3
2478,Karthickraghul5,14,3,4187,2,India,126825,16,0,596,312,267,17,63,2100,1413,32556,553,3
6176,varshithaa_08,9,2,1658,0,,1621951,0,0,90,81,9,0,3,1830,1415,405335,70,3
5032,Kunal_K008,9,2,1075,0,India,322199,11,0,373,167,172,34,6,1433,1551,86667,22,3
3397,chiller786,14,3,5347,1,,81972,307,621,709,282,362,65,17,1563,1429,129948,1464,3
375,fahim_zubayer,20,4,4207,2,United States,451699,0,0,298,42,160,96,23,2131,1530,16199,3437,3
1115,wBXT7khLRg,20,4,12890,25,,5000001,0,0,4,0,3,1,1,2157,1721,99883,0,3
8648,Haasit_Banisetti,9,2,2654,0,India,796208,35,0,192,78,105,9,20,1667,1413,195193,553,3
